区域,小区名称,户型,面积(㎡),朝向,价格(元/月)
南山区-前海,心语家园,1室1厅1卫,40.34,东,4500
罗湖区-地王,港岛银座,1室1厅1卫,42.00,东北,4200
福田区-香梅北,特发小区,2室1厅1卫,65.00,南 北,6300
福田区-莲花,深业上城,4室2厅4卫,360.00,南,55000
大鹏新区-大鹏半岛,KPR佳兆业广场,1室2厅1卫,57.00,东北,2200
盐田区-沙头角,上东湾,3室2厅1卫,59.00,东南,5500
,未知小区,1室0厅1卫,20.00,1间在租,1162
罗湖区-地王,红群楼,3室2厅1卫,80.00,南,4700
坪山区-坪山,澜湾花园,3室2厅2卫,100.00,东南,3300
龙岗区-大运新城,森雅谷,2室1厅1卫,50.00,西南,2600
龙华区-红山,中央原著,4室2厅2卫,144.81,东南,10800
龙岗区-坂田,佳华领汇广场king公馆,1室1厅1卫,39.00,西北,3900
福田区-福田中心,福华新村,2室1厅1卫,69.00,南,6600
福田区-华强南,桐林公寓,1室0厅1卫,24.37,东北,3200
罗湖区-布心,雍翠华府,2室1厅1卫,44.00,北,4500
罗湖区-地王,西湖大厦,1室1厅1卫,60.00,东,4000
,未知小区,1室0厅1卫,23.00,1间在租,1144
龙岗区-龙岗宝荷,中海阳光橡树园,3室2厅1卫,81.00,东南,4300
宝安区-翻身,金成名苑,2室2厅1卫,79.00,西南,5500
宝安区-福永,广福大厦,3室2厅1卫,98.22,东南 南,3700
罗湖区-莲塘,聚福花园二期,3室2厅2卫,121.00,东南 南,6500
,未知小区,1室0厅1卫,25.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,1间在租,1099
龙华区-红山,盛荟居,3室2厅2卫,89.00,南,6400
龙华区-观澜,观湖园,4室2厅3卫,190.47,南,9900
福田区-八卦岭,旭飞花园,1室1厅1卫,29.00,南,2300
,未知小区,1室1厅1卫,36.00,2间在租,2400
福田区-竹子林,建业大厦,3室1厅1卫,82.29,南 北,7800
,未知小区,1室0厅1卫,25.00,3间在租,1199
龙岗区-横岗,水晶之城三期,3室2厅1卫,82.00,西南,3100
福田区-园岭,南国大厦,3室2厅1卫,115.00,东,7500
,未知小区,1室0厅1卫,25.00,2间在租,1199
罗湖区-百仕达,东乐花园,3室2厅1卫,87.00,西南,5500
龙岗区-龙岗宝荷,振业峦山谷,2室2厅1卫,89.00,南,3200
宝安区-福永,会展湾水岸,2室2厅1卫,58.00,南,4000
南山区-西丽,梅州大厦,1室1厅1卫,47.00,北,4000
南山区-前海,星海名城五期,6室1厅5卫,15.00,南,2790
,未知小区,1室0厅1卫,23.00,2间在租,1200
龙华区-龙华中心,鸿荣源尚云,3室2厅2卫,89.00,东南,7600
坪山区-坪山,深城投中心公馆,1室1厅1卫,33.00,西南,2200
,未知小区,1室0厅1卫,25.00,2间在租,1399
龙岗区-坪地,中骏云景府,3室2厅2卫,96.50,南,3600
罗湖区-万象城,城市天地广场,1室1厅1卫,50.43,南,5000
福田区-新洲,荔树人家,1室1厅1卫,45.00,南,5000
宝安区-西乡,天骄世家,3室2厅2卫,107.00,东南,6000
坪山区-坪山,心海城,4室2厅2卫,131.88,南,4900
,未知小区,1室1厅1卫,40.00,2间在租,1800
坪山区-坪山,润樾山,3室2厅1卫,89.00,东南,3600
,未知小区,1室0厅1卫,24.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,1间在租,1099
龙岗区-龙岗中心城,公园大地三期,6室3厅3卫,167.88,东南 南,13500
,未知小区,1室0厅1卫,25.00,3间在租,1099
龙岗区-布吉大芬,鹏城悦里名城汇,2室2厅1卫,73.00,东南,3500
,未知小区,1室0厅1卫,25.00,1间在租,1199
福田区-梅林,艺丰花园A区,3室2厅1卫,103.64,南,6800
龙华区-龙华中心,天玑公馆,2室1厅1卫,36.00,南,3420
,未知小区,1室0厅1卫,25.00,1间在租,1199
龙华区-观澜,中森公园华府,4室2厅2卫,126.00,南 北,6800
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1099
龙岗区-布吉街,德福花园,1室1厅1卫,47.00,南,2400
龙华区-观澜,招商锦绣观园,2室2厅1卫,63.34,东 东北,3200
龙岗区-横岗,信义御城,2室1厅1卫,49.28,东北,3200
,未知小区,1室0厅1卫,25.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,1间在租,1099
宝安区-西乡,流塘阳光花园,2室1厅1卫,46.00,东北,4800
罗湖区-罗湖口岸,庐山花园,1室0厅1卫,24.00,北,2500
龙华区-龙华中心,卓越和奕府,3室2厅2卫,97.00,西南,7600
,未知小区,1室0厅1卫,25.00,2间在租,1210
罗湖区-莲塘,云景梧桐花园,7室2厅6卫,284.66,南,50000
福田区-景田,景田南小区,3室2厅1卫,83.00,南 北,6500
龙岗区-龙岗中心城,东方明珠城,3室2厅2卫,94.00,北,3700
盐田区-沙头角,海都花园,2室1厅1卫,91.00,东南 南,4100
龙岗区-坂田,华晖瑞禧,3室2厅1卫,89.56,南,7000
龙岗区-龙岗中心城,鸿进花园,4室1厅1卫,97.65,东南,3400
罗湖区-地王,名仕阁,1室1厅1卫,36.00,北,4000
盐田区-盐田港,二期御景佳园,3室2厅2卫,89.00,东北,5300
,未知小区,1室1厅1卫,40.00,1间在租,2199
,未知小区,2室1厅1卫,70.00,3间在租,3899
,未知小区,1室1厅1卫,28.00,2间在租,2000
龙岗区-龙岗宝荷,京基御景荟都,2室1厅1卫,61.83,东,3000
宝安区-碧海,华丰前海湾二期,4室2厅1卫,89.00,南,8600
龙华区-红山,龙光玖钻,2室2厅2卫,39.65,南,4800
宝安区-西乡,安源居,2室1厅1卫,83.00,西南,4500
龙华区-梅林关,龙悦居四期,2室2厅1卫,63.30,东南,4845
龙华区-龙华新区,金地梅陇镇二期,5室2厅2卫,138.00,西南,9800
福田区-福田中心,岗厦汇花园,1室1厅1卫,45.00,南,7800
南山区-后海,龙滨花园,3室1厅1卫,88.00,南,6200
龙华区-上塘,潜龙曼海宁花园北区,1室0厅1卫,30.99,东南,3400
龙岗区-龙岗中心城,名居广场,1室0厅1卫,32.00,东南,1999
罗湖区-莲塘,小鹏兴花园,2室1厅1卫,45.00,南,4000
宝安区-新安,弘雅花园雅豪轩三期,4室2厅2卫,109.68,东北,7500
,未知小区,1室0厅1卫,28.00,1间在租,1650
福田区-上下沙,京基滨河时代广场北区,1室1厅1卫,43.00,南,6800
南山区-西丽,宝珠花园,南,南山区-西丽-宝珠花园,12.00㎡,2060
南山区-西丽,俊峰丽舍,东南,南山区-西丽-俊峰丽舍,11.50㎡,3290
南山区-西丽,润城花园,北,南山区-西丽-润城花园,6.76㎡,1590
龙岗区-龙岗中心城,万科天誉二期,3室2厅2卫,88.10,东南,4800
宝安区-松岗,松河瑞园一期,4室2厅2卫,120.00,南,4600
南山区-华侨城,深铁懿府一期,4室2厅2卫,112.00,南,20000
宝安区-西乡,73区,3室2厅1卫,79.00,东南,4150
龙岗区-坂田,和成金竹家园,3室2厅1卫,88.00,北,7500
龙岗区-横岗,信义锦绣花园,2室2厅1卫,71.74,东南,4000
,未知小区,1室1厅1卫,38.00,3间在租,2299
,未知小区,1室1厅1卫,40.00,3间在租,2399
,未知小区,1室1厅1卫,40.00,1间在租,2099
龙华区-龙华中心,华侨城四海华亭,3室2厅2卫,96.00,东南,6600
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1199
南山区-科技园,深圳湾创新科技中心,2室1厅1卫,55.00,北,8600
南山区-红树湾,中信红树湾北区,1室1厅1卫,55.00,西北 北,7600
,未知小区,1室0厅1卫,25.00,2间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室0厅1卫,25.00,1间在租,1199
罗湖区-地王,电影大厦,1室0厅1卫,36.87,南,3200
,未知小区,1室0厅1卫,25.00,1间在租,1199
龙岗区-龙岗中心城,阅山华府,3室2厅1卫,88.77,东南,4500
龙岗区-龙岗宝荷,金地名峰,4室2厅2卫,89.36,西北,3600
龙岗区-布吉街,宝龙花园,3室2厅2卫,116.00,东南,4500
光明区-公明,中粮云景花园南区,2室1厅1卫,72.00,西南,3900
福田区-福田中心,福莲花园,1室2厅1卫,70.00,南,6600
龙华区-龙华中心,壹成中心第五区,3室2厅1卫,73.00,南,6000
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室1厅1卫,40.00,1间在租,1899
福田区-梅林,先科花园,1室0厅1卫,39.00,北,2800
,未知小区,1室0厅1卫,23.70,3间在租,1199
坪山区-坪山,深城投中城花园,3室2厅2卫,138.00,东南,5600
,未知小区,1室0厅1卫,16.90,1间在租,1199
罗湖区-笋岗,田心庆云花园,3室1厅1卫,94.59,南,6500
,未知小区,1室0厅1卫,23.10,1间在租,1201
龙岗区-大运新城,启迪协信科技园,2室2厅1卫,67.27,南 北,4300
,未知小区,1室0厅1卫,25.00,1间在租,1199
宝安区-沙井,鸿荣源珈誉府2区,3室2厅2卫,85.00,西南,6500
南山区-南山中心,华联城市商务中心,1室1厅1卫,33.03,南,4800
,未知小区,1室0厅1卫,25.00,1间在租,1199
,未知小区,1室1厅1卫,40.00,1间在租,1599
龙岗区-坂田,万科城三期,东,龙岗区-坂田-万科城三期,8.14㎡,1260
宝安区-宝安中心,花样年花郡,2室1厅1卫,50.00,东南,6100
龙岗区-坂田,太阳雨家园,5室3厅3卫,186.81,南,11600
龙岗区-横岗,锦荟PARK,北,龙岗区-横岗-锦荟PARK,7.80㎡,1190
南山区-南山中心,海典居,4室1厅2卫,12.00,东南,2000
龙岗区-龙岗中心城,花半里,3室2厅2卫,109.00,南 北,4300
南山区-南头,荔林春晓,2室2厅1卫,83.88,西南,8600
龙岗区-坂田,佳兆业城市广场五期,1室1厅1卫,47.48,东,3600
福田区-华强北,桑达大厦,1室0厅1卫,33.00,南,3000
宝安区-西乡,福中福花园一期,3室1厅1卫,74.08,东北,5000
南山区-蛇口,桂园小区一区,南,南山区-蛇口-桂园小区一区,10.50㎡,1890
龙岗区-龙岗宝荷,碧桂园观麓花园,3室1厅2卫,89.00,东南,4200
龙岗区-坂田,万科四季花城三期,南,龙岗区-坂田-万科四季花城三期,16.30㎡,1990
龙岗区-平湖,融悦大厦,1室0厅1卫,36.00,西南,3000
南山区-蛇口,海欣花园,西,南山区-蛇口-海欣花园,8.00㎡,1760
龙岗区-平湖,融悦大厦,1室0厅1卫,36.00,东南,3000
龙岗区-布吉街,花语馨,3室2厅2卫,89.56,南 北,5500
罗湖区-罗湖口岸,幸福万象,2室1厅2卫,49.00,北,7500
龙岗区-横岗,锦荟PARK,3室2厅2卫,89.26,南,5200
南山区-南山中心,万象新园,西南,南山区-南山中心-万象新园,35.05㎡,5030
福田区-莲花,神彩苑,南,福田区-莲花-神彩苑,49.36㎡,4330
福田区-竹子林,建业小区南区,北,福田区-竹子林-建业小区南区,8.90㎡,1348
福田区-上步,国企大厦,西北,福田区-上步-国企大厦,10.90㎡,2530
福田区-福田中心,福岗园,3室2厅1卫,76.00,西北,11500
南山区-南山中心,现代城华庭,东北,南山区-南山中心-现代城华庭,25.00㎡,2790
龙华区-民治,深国际万科和风轩,3室2厅2卫,97.00,南,8200
福田区-景田,景新花园,4室1厅1卫,12.00,北,1990
宝安区-福永,深航幸福花园,3室2厅1卫,90.00,东南,5000
福田区-华强南,桐林公寓,1室0厅1卫,24.00,东南,3200
龙华区-红山,龙光玖钻,2室1厅1卫,53.00,南,6800
南山区-科技园,松坪村东区三期,2室1厅1卫,59.10,西北,5800
罗湖区-螺岭,华裕花园,3室2厅1卫,93.67,南,5000
南山区-后海,滨海之窗,西南,南山区-后海-滨海之窗,20.29㎡,4660
福田区-石厦,丽阳天下,南,福田区-石厦-丽阳天下,10.16㎡,3030
南山区-大学城,南国丽城,西,南山区-大学城-南国丽城,7.53㎡,1990
罗湖区-翠竹,深宝住宅区,南,罗湖区-翠竹-深宝住宅区,8.00㎡,1290
福田区-莲花,莲花一村,北,福田区-莲花-莲花一村,7.72㎡,1730
福田区-福田中心,岗厦天元花园,1室1厅1卫,94.39,东,18500
龙岗区-大运新城,颐安都会中央二期,南,龙岗区-大运新城-颐安都会中央二期,13.10㎡,1560
福田区-福田保税区,朗庭豪园,西,福田区-福田保税区-朗庭豪园,7.92㎡,1930
龙华区-龙华中心,鸿荣源尚云,3室2厅2卫,89.00,南,7300
宝安区-沙井,鸿荣源珈誉府2区,3室2厅2卫,85.00,南,5000
南山区-前海,前海时代广场,3室2厅1卫,88.00,南,9500
龙华区-龙华中心,鸿荣源·壹成中心十区,3室2厅2卫,92.86,南,8000
大鹏新区-大鹏半岛,承翰半山海,1室1厅1卫,36.00,西南,1700
福田区-上步,国企大厦,2室1厅1卫,83.55,西北,6000
南山区-蛇口,华彩花园,东,南山区-蛇口-华彩花园,7.35㎡,1730
福田区-福田中心,振业花园,南,福田区-福田中心-振业花园,14.50㎡,2590
宝安区-松岗,中海西岸华府北区,4室2厅2卫,126.00,南,4200
南山区-后海,文德福花园,北,南山区-后海-文德福花园,8.50㎡,2060
龙岗区-大运新城,海逸雅居,2室2厅2卫,69.00,东南,3600
龙岗区-大运新城,启迪协信科技园,3室2厅1卫,61.94,南,3800
南山区-南山中心,友邻公寓,2室1厅1卫,58.00,南,6200
南山区-白石洲,祥祺花园,8室1厅0卫,25.00,北,3000
龙岗区-平湖,华南西苑,3室1厅1卫,44.00,西北,2800
南山区-南头,顺天大厦,北,南山区-南头-顺天大厦,7.10㎡,1730
龙岗区-坂田,万科第五园四期,2室2厅1卫,70.00,南,5600
福田区-福田中心,星河世纪,1室1厅1卫,42.00,西,6600
龙岗区-布吉大芬,和通花园,西北,龙岗区-布吉大芬-和通花园,13.10㎡,1790
宝安区-碧海,松茂御龙湾雅苑一期,1室1厅1卫,49.00,西南,5100
龙岗区-龙岗双龙,怡龙枫景园,3室2厅1卫,89.00,东南,3200
福田区-福田中心,星河国际花园,2室1厅1卫,86.97,南,16900
,未知小区,1室0厅1卫,45.00,3间在租,1699
南山区-前海,佳兆业前海广场二期,4室2厅3卫,88.00,南,8000
龙岗区-龙岗中心城,金地龙城中央三期,2室2厅1卫,68.00,西北,3200
福田区-车公庙,国都高尔夫花园二期,3室1厅2卫,130.00,北,11000
龙华区-上塘,中海锦城,3室2厅2卫,89.00,东南,7200
福田区-竹子林,金众小区,3室2厅1卫,85.00,南 北,11000
,未知小区,1室0厅1卫,22.00,3间在租,1299
,未知小区,1室0厅1卫,36.00,3间在租,2099
龙岗区-龙岗中心城,远洋新干线二期,3室2厅2卫,89.00,东南,3500
南山区-前海,深业云海湾,3室2厅2卫,143.00,南,18000
南山区-前海,开云府,3室2厅2卫,124.00,东南,13000
南山区-南山中心,凯德公园1号,2室1厅1卫,88.00,东南,11800
,未知小区,2室1厅1卫,60.00,3间在租,2599
南山区-西丽,万科云城,2室2厅1卫,50.00,西,6600
福田区-福田中心,深业花园,3室2厅2卫,119.00,东南,11000
,未知小区,1室0厅1卫,23.00,3间在租,1299
南山区-蛇口,山海津,2室2厅1卫,61.00,东南,5400
福田区-华强南,福祥街AB住宅楼,2室1厅1卫,77.69,南,6000
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,60.80,南,3200
,未知小区,1室0厅1卫,20.00,1间在租,1206
龙岗区-布吉大芬,东方半岛花园A区,2室1厅1卫,70.00,南,3000
南山区-蛇口,金色海琴苑,2室2厅1卫,76.25,西南,7500
龙岗区-布吉大芬,和谐家园,2室2厅1卫,63.00,东南,5200
南山区-南山中心,城市山林,3室2厅2卫,118.00,东南,12500
,未知小区,1室0厅1卫,30.00,3间在租,2100-2200
龙华区-龙华新区,金地梅陇镇一期,4室2厅2卫,113.00,南,7000
龙华区-龙华新区,锦绣时代广场,1室1厅1卫,39.00,南,3800
大鹏新区-大鹏半岛,承翰半山海,1室2厅1卫,36.00,南,1490
罗湖区-螺岭,聚龙大厦,1室1厅1卫,39.00,西北,3800
,未知小区,1室0厅1卫,25.00,1间在租,1399
,未知小区,1室0厅1卫,25.00,2间在租,1399
,未知小区,1室0厅1卫,25.00,2间在租,1399
龙华区-红山,龙光玖钻,2室1厅2卫,38.00,东,5000
南山区-前海,颐湾府,3室2厅2卫,123.00,东南,13000
龙华区-红山,龙光玖钻,2室1厅2卫,39.00,北,4800
,未知小区,1室0厅1卫,25.00,2间在租,1399
坪山区-坪山,一品澜山,3室2厅2卫,87.03,西南,3300
宝安区-西乡,海湾明珠花园二期,3室2厅2卫,105.00,西南,7200
宝安区-曦城,招商华侨城曦城一期,4室0厅0卫,310.00,南,55000
南山区-白石洲,侨城豪苑,3室2厅2卫,90.00,南,7500
南山区-南头,东方新地,3室2厅1卫,99.41,南,8000
,未知小区,1室0厅1卫,25.00,3间在租,1399
,未知小区,1室0厅1卫,25.00,1间在租,1569
龙岗区-布吉街,宝龙花园,2室2厅1卫,84.60,东南,3200
南山区-科技园,深圳湾创新科技中心,2室0厅1卫,28.00,西南,4800
南山区-华侨城,中旅广场,2室1厅1卫,80.10,东南,7900
,未知小区,1室1厅1卫,40.00,1间在租,2383
福田区-福田中心,黄埔雅苑四期,5室2厅3卫,210.00,南 北,22000
龙岗区-布吉南岭,万科公园6号,3室2厅2卫,86.74,东南,5200
,未知小区,1室0厅1卫,25.00,2间在租,1399
龙岗区-坂田,信义嘉御山,3室2厅1卫,88.54,南,6800
罗湖区-万象城,城市天地广场,1室1厅1卫,51.00,北,5000
光明区-公明,益田假日府邸,2室1厅2卫,40.45,西北,2800
福田区-石厦,皇庭世纪,2室1厅1卫,58.00,西北,7000
南山区-南山中心,西海明珠,2室1厅1卫,64.00,西北,7500
盐田区-盐田港,中通永安大厦,3室1厅2卫,52.00,南,4500
南山区-南山中心,荟芳园,3室2厅2卫,120.00,西南,7500
,未知小区,1室0厅1卫,25.00,1间在租,1399
龙岗区-平湖,华侨城四海锦园,3室2厅2卫,102.00,南,5100
龙岗区-坂田,和成世纪名园,3室2厅1卫,87.00,南,6000
罗湖区-万象城,城市天地广场,2室1厅1卫,58.00,北,5300
龙华区-龙华中心,鸿荣源尚云,3室1厅1卫,81.50,南,6800
光明区-公明,宏发嘉域,5室2厅2卫,157.24,东南,5500
,未知小区,1室1厅1卫,42.00,3间在租,1899
龙华区-龙华中心,锦绣花园,4室2厅2卫,112.00,东南,4200
龙岗区-龙岗宝荷,京基御景荟都,1室1厅1卫,34.42,北,2200
宝安区-福永,天欣花园三期,1室1厅1卫,33.40,东北,1500
南山区-南山中心,怡园大厦,3室2厅2卫,98.00,西南,8000
南山区-深圳湾,君汇新天,3室2厅2卫,89.00,东南,15500
龙岗区-龙岗中心城,紫薇花园西区,3室2厅1卫,98.00,南,2900
罗湖区-翠竹,深宝住宅区,2室1厅1卫,70.00,南,5000
龙华区-民治,深国际万科和颂轩,4室1厅2卫,120.00,东南,10500
福田区-八卦岭,鹏盛村,1室1厅1卫,31.48,北,2000
,未知小区,1室1厅1卫,46.00,3间在租,2299
,未知小区,1室1厅1卫,42.00,3间在租,1899
宝安区-翻身,新锦安雅园三期,2室2厅1卫,72.36,东南,6500
,未知小区,1室0厅1卫,20.00,1间在租,1600
,未知小区,1室1厅1卫,40.00,1间在租,3000
,未知小区,1室0厅1卫,30.00,1间在租,2250
,未知小区,1室1厅1卫,40.00,1间在租,2750
,未知小区,1室0厅1卫,32.00,1间在租,2000
南山区-蛇口,荣寓,1室1厅1卫,48.00,南,4200
龙岗区-龙岗中心城,万科千林山居二期（万科清林径）,3室2厅1卫,79.85,南,3000
宝安区-航城,兴达华府,4室2厅2卫,128.04,东南,6600
宝安区-西乡,西城丰和,3室2厅2卫,98.00,东南,6500
,未知小区,1室1厅1卫,39.00,1间在租,2600
龙岗区-龙岗中心城,万科天誉二期,3室2厅2卫,89.00,西南 西北,4800
,未知小区,1室1厅1卫,40.00,1间在租,2600
龙岗区-布吉关,万科红四期,3室2厅1卫,89.00,南,8200
龙华区-红山,金亨利瑜璟苑,4室2厅2卫,88.20,南,10500
宝安区-西乡,双龙花园,3室2厅1卫,89.00,东南 西北,3800
龙岗区-布吉街,宝龙花园,2室1厅1卫,91.00,西南,3500
罗湖区-地王,星桂园,1室1厅1卫,38.00,南,4500
,未知小区,1室1厅1卫,20.87,2间在租,1292
,未知小区,1室0厅1卫,15.00,1间在租,888
福田区-香蜜湖,香榭里花园,3室2厅2卫,125.00,南,17000
,未知小区,1室1厅1卫,20.25,1间在租,1764
龙岗区-坂田,佳华领汇广场,2室2厅1卫,73.90,西北,6200
,未知小区,1室0厅1卫,30.00,1间在租,2280
,未知小区,1室0厅1卫,13.93,1间在租,1160
龙岗区-龙岗中心城,宏兴苑,3室2厅2卫,105.69,东南,4000
,未知小区,1室0厅1卫,12.78,1间在租,1408
,未知小区,1室0厅1卫,16.00-18.00,2间在租,1980-2100
,未知小区,1室0厅1卫,36.00,2间在租,2550-2650
光明区-光明,云科府,4室2厅2卫,128.00,南,8000
,未知小区,1室0厅1卫,36.00,1间在租,2650
龙华区-龙华中心,壹成中心第六区,3室2厅1卫,78.00,东南 南,6800
福田区-香蜜湖,财富广场,1室1厅1卫,37.00,南,4600
福田区-福田中心,星河世纪,2室1厅1卫,41.00,北,5200
,未知小区,1室0厅1卫,30.00,1间在租,2080
南山区-华侨城,香山里花园二期,4室2厅2卫,151.20,东南,21000
龙岗区-龙岗中心城,河岸轩,1室1厅1卫,48.56,东南,2300
,未知小区,1室0厅1卫,28.00,1间在租,1780
罗湖区-布心,绿景山庄,2室2厅1卫,77.00,东 南,4500
,未知小区,1室1厅1卫,49.00,1间在租,2500
福田区-皇岗,深物业金领,2室2厅1卫,63.46,东,8500
罗湖区-东门,东门天下,1室0厅1卫,35.00,东南,3200
宝安区-福永,中晟会港湾,2室1厅1卫,62.00,北,4900
,未知小区,1室1厅1卫,40.00,1间在租,3100
福田区-福田中心,中海华庭,3室2厅2卫,107.00,西北,15500
,未知小区,1室0厅1卫,32.00,2间在租,1950-2000
宝安区-航城,领航城领秀花园,2室1厅1卫,52.33,西南,4800
龙岗区-布吉大芬,康达尔花园五期蝴蝶堡,2室2厅1卫,61.30,北,4500
龙华区-梅林关,星河丹堤,3室2厅2卫,26.60,西南 东北,5500
,未知小区,1室1厅1卫,32.00,1间在租,2000
,未知小区,1室0厅1卫,32.00,1间在租,2100
光明区-光明,星河天地公馆,1室1厅1卫,41.00,西南,2680
福田区-景田,碧景园,2室2厅1卫,74.00,南,6300
龙岗区-布吉街,花语岸,2室2厅1卫,66.00,南,4500
,未知小区,1室1厅1卫,42.00,1间在租,2900
龙华区-上塘,特发和平里,3室1厅1卫,84.00,东,6300
南山区-西丽,丹华公馆,3室1厅1卫,58.00,东南 南,6800
,未知小区,1室0厅1卫,32.00,1间在租,2100
龙岗区-布吉街,莲花山庄五村,8室2厅6卫,350.00,南,20000
南山区-科技园,赛百诺基因科技大厦,1室1厅1卫,50.00,南,4500
福田区-华强北,桑达大厦,1室0厅1卫,33.00,北,3000
,未知小区,2室1厅1卫,55.00,2间在租,2900
,未知小区,1室1厅1卫,39.00,1间在租,2650
罗湖区-万象城,鹿丹村铁路小区,3室2厅1卫,69.00,南,5000
,未知小区,1室0厅1卫,32.00,1间在租,2250
光明区-光明,中海寰宇时代花园,3室2厅2卫,89.00,东南,5800
罗湖区-地王,国都花园,3室1厅1卫,88.95,东南 南,5000
罗湖区-地王,宝丽大厦,2室1厅1卫,75.00,西,6500
,未知小区,1室1厅1卫,40.00,1间在租,2900
,未知小区,1室1厅1卫,42.00,1间在租,2800
,未知小区,1室0厅1卫,32.00,1间在租,2150
,未知小区,2室1厅1卫,22.00,2间在租,2500
福田区-石厦,星座大厦,1室0厅1卫,32.00,南,4600
坪山区-坪山,六和城,1室1厅1卫,139.00,南,6800
龙岗区-横岗,信义御城,3室2厅2卫,89.00,西南,5200
龙华区-红山,星河传奇二期,北,龙华区-红山-星河传奇二期,5.54㎡,1230
福田区-石厦,祥韵苑,4室2厅3卫,186.00,西南,15000
南山区-前海,招商领玺,4室2厅2卫,151.00,南,22000
福田区-石厦,皇庭世纪,1室1厅1卫,42.00,北,6000
龙岗区-平湖,特发天鹅湖畔,4室2厅2卫,140.00,东南,6200
龙华区-红山,中航天逸,西,龙华区-红山-中航天逸,18.40㎡,3290
福田区-皇岗,共和世家,3室2厅2卫,143.00,西南,11000
福田区-新洲,嘉洲富苑,2室1厅1卫,41.00,东,6500
南山区-西丽,水木华庭,东,南山区-西丽-水木华庭,5.80㎡,1630
福田区-沙尾,绿景尚悦府,4室2厅4卫,238.00,南,35000
南山区-南山中心,南海城中心,西南,南山区-南山中心-南海城中心,11.73㎡,2330
宝安区-翻身,卡罗社区,1室1厅1卫,49.72,东南,4900
龙岗区-横岗,星河盛境都荟大厦,1室1厅1卫,37.45,东南,2700
南山区-南头,绿茵丰和家园,2室1厅1卫,73.00,北,8500
南山区-南头,光大村,1室1厅1卫,32.00,南,3800
罗湖区-银湖,星湖花园,2室1厅1卫,56.00,南,4200
龙岗区-坂田,中海月朗苑,1室1厅1卫,89.00,南,7800
福田区-香梅北,景田天健花园,4室2厅2卫,99.20,南,11000
福田区-华强北,宝树台,1室0厅1卫,32.00,东,4800
福田区-莲花,长城盛世家园一期,北,福田区-莲花-长城盛世家园一期,8.00㎡,1990
南山区-华侨城,荔园新村(杜鹃山西街),北,南山区-华侨城-荔园新村(杜鹃山西街),17.60㎡,2360
罗湖区-黄贝岭,峰景台大厦,2室2厅1卫,80.56,西南,4600
南山区-蛇口,四海公寓,1室0厅1卫,35.00,东,4800
罗湖区-布心,布心公寓,1室0厅1卫,36.00,东南,2900
宝安区-西乡,海湾明珠花园二期,东南,宝安区-西乡-海湾明珠花园二期,14.40㎡,2690
南山区-前海,卓越前海壹号,1室0厅1卫,47.00,南,8800
龙岗区-丹竹头,英郡年华花园一期,4室1厅2卫,6.10,西,1130
龙华区-龙华中心,中环花园,4室1厅2卫,6.40,东南,1160
,未知小区,1室1厅1卫,38.00,1间在租,3480
南山区-后海,新一代国际公寓,1室1厅1卫,37.00,东北,4800
宝安区-福永,会展湾水岸,3室2厅2卫,92.00,西南,5300
,未知小区,1室0厅1卫,15.93,1间在租,932
罗湖区-东门,东门天下,2室1厅1卫,66.34,东南,6000
,未知小区,1室0厅1卫,14.12,1间在租,850
,未知小区,1室0厅1卫,20.00,1间在租,902
南山区-蛇口,爱榕园,3室1厅1卫,82.04,南,6500
,未知小区,1室0厅1卫,20.00,1间在租,989
,未知小区,1室0厅1卫,20.00,1间在租,925
,未知小区,1室0厅1卫,14.00,1间在租,1003
福田区-莲花,雨田村二期,4室2厅1卫,97.00,南,8400
,未知小区,1室1厅1卫,25.00,1间在租,1228
南山区-科技园,深圳湾创新科技中心,1室0厅1卫,33.00,北,6000
,未知小区,1室1厅1卫,28.00,1间在租,1480
罗湖区-黄贝岭,沁芳名苑,4室1厅2卫,124.00,东南,12000
罗湖区-布心,淘金山·湖景花园二期,5室2厅3卫,252.52,东,20000
,未知小区,1室1厅1卫,35.00,1间在租,1286
,未知小区,1室0厅1卫,15.00,1间在租,758
龙岗区-大运新城,中海康城国际一期,3室2厅1卫,87.00,南,3600
,未知小区,1室1厅1卫,28.00,1间在租,3080
南山区-南山中心,金田花园,3室1厅1卫,92.63,南,6500
福田区-景田,景苑大厦,2室2厅1卫,89.00,西北,7500
,未知小区,1室0厅1卫,25.00,2间在租,1399
福田区-皇岗,加福华尔登府邸,4室2厅2卫,123.00,南,25000
,未知小区,1室0厅1卫,25.00,2间在租,1399
龙华区-民治,梅花山庄,6室3厅4卫,262.56,南 北,22800
,未知小区,1室0厅1卫,25.00,1间在租,2080
